oldname,name,band,seite
BVerfG_2005-07-06_S_2_BvR_2335_95_NA,SolidarfondsAbfallrückführung,113,128
BVerfG_2005-07-06_S_2_BvR_2259_04_NA,Auslieferung-4,113,154
BVerfG_2005-07-18_S_2_BvF_0002_01_NA,Risikostrukturausgleich,113,167
BVerfG_2005-07-18_S_2_BvR_2236_04_NA,EuropäischerHaftbefehl-Hauptsache,113,273
BVerfG_2005-07-27_S_1_BvR_0668_04_NA,VorbeugendeTelekommunikationsüberwachung,113,348
BVerfG_2005-07-26_S_1_BvR_0782_94_NA,ÜbertragungLebensversicherungsverträge,114,1
BVerfG_2005-07-26_S_1_BvR_0080_95_NA,LebensversicherungÜberschussbeteiligung,114,73
BVerfG_2005-08-08_S_2_BvE_0004_05_NA,Organstreit-Beitritt-Nicht-BT-Parteien,114,105
BVerfG_2005-08-23_S_2_BvE_0005_05_NA,Bundestagsauflösung-2,114,107
BVerfG_2005-08-25_S_2_BvE_0004_05_NA,Bundestagsauflösung-3,114,121
BVerfG_2005-09-13_S_2_BvF_0002_03_NA,Beitragssatzsicherungsgesetz,114,196
BVerfG_2005-09-27_S_2_BvR_1387_02_NA,Versorgungsänderungsgesetz,114,258
BVerfG_2005-09-27_S_2_BvL_0011_02_NA,BeihilferechtlicheKostendämpfungspauschale,114,303
BVerfG_2005-10-11_S_1_BvR_1232_00_NA,Zweitwohnungsteuer-2,114,316
BVerfG_2005-10-25_S_1_BvR_1696_98_NA,MehrdeutigeMeinungsäusserungen,114,339
BVerfG_2005-10-25_S_2_BvR_0524_01_NA,Aufenthaltserlaubnis,114,357
BVerfG_2005-10-26_S_1_BvR_0396_98_NA,LandesmediengesetzBayern-Teilnehmerentgelt,114,371
BVerfG_2005-11-09_S_2_BvR_1198_03_NA,Napster-AufhebungBeschluss,114,396
BVerfG_2005-12-06_S_1_BvL_0003_03_NA,Transsexuelle-3,115,1
BVerfG_2005-12-06_S_1_BvR_0347_98_NA,GesetzlicheKrankenversicherung,115,25
BVerfG_2005-12-06_S_1_BvR_1905_02_NA,AnalogeAnwendungPara79Abs2Satz3BVerfGG,115,51
BVerfG_2006-01-17_S_1_BvR_0541_02_NA,RechtsschutzVerordnungen,115,81
BVerfG_2006-01-18_S_2_BvR_2194_99_NA,Halbteilungsgrundsatz,115,97
BVerfG_2006-02-15_S_1_BvR_0357_05_NA,Luftsicherheitsgesetz-1,115,118
BVerfG_2006-03-02_S_2_BvR_2099_04_NA,Kommunikationsverbindungsdaten,115,166
BVerfG_2006-03-14_S_1_BvR_2087_03_NA,BetriebsGeschäftsgeheimnis,115,205
BVerfG_2006-03-28_S_1_BvL_0010_01_NA,ArbeitslosengeldMutterschutz,115,259
BVerfG_2006-03-28_S_1_BvR_1054_01_NA,Sportwetten,115,276
BVerfG_2006-04-04_S_1_BvR_0518_02_NA,Rasterfahndung-2,115,320
BVerfG_2006-05-23_S_1_BvR_1484_99_NA,Dauerpflegschaften,115,381
BVerfG_2006-05-23_S_1_BvR_2530_04_NA,Insolvenzverwalter,116,1
BVerfG_2006-05-24_S_2_BvR_0669_04_NA,Einbürgerung,116,24
BVerfG_2006-05-31_S_2_BvR_1673_04_NA,Jugendstrafvollzug,116,69
BVerfG_2006-06-13_S_1_BvL_0009_00_NA,Fremdrentengesetz,116,96
BVerfG_2006-06-13_S_1_BvR_1160_03_NA,GleichheitVergaberecht,116,135
BVerfG_2006-06-21_S_2_BvL_0002_99_NA,TarifbegrenzungGewerblicherEinkünfte,116,164
BVerfG_2006-07-11_S_1_BvL_0004_00_NA,Tariftreueerklärung,116,202
BVerfG_2006-07-11_S_1_BvR_0293_05_NA,Asylbewerberleistungsgesetz,116,229
BVerfG_2006-07-18_S_1_BvL_0001_04_NA,Transsexuelle-4,116,243
BVerfG_2006-10-17_S_2_BvG_0001_04_NA,AnlastungEU-Agrarsubventionen,116,271
BVerfG_2006-10-19_S_2_BvF_0003_03_NA,BerlinerHaushalt,116,327
BVerfG_2006-11-07_S_1_BvL_0010_02_NA,Erbschaftsteuer,117,1
BVerfG_2006-11-08_S_2_BvR_0578_02_NA,Strafrestaussetzung,117,71
BVerfG_2006-12-05_S_1_BvR_2186_06_NA,Hufversorgung-EA,117,126
BVerfG_2006-12-06_S_2_BvM_0009_03_NA,DiplomatischeImmunität,117,141
BVerfG_2006-12-12_S_1_BvR_2576_04_NA,AnwaltlicheErfolgshonorare,117,163
BVerfG_2007-02-13_S_1_BvR_0421_05_NA,Vaterschaftsfeststellung,117,202
BVerfG_2007-02-27_S_1_BvR_0538_06_NA,CICERO,117,244
BVerfG_2007-02-27_S_1_BvL_0010_00_NA,Beschäftigungsförderungsgesetz,117,272
BVerfG_2007-02-27_S_1_BvR_1982_01_NA,Art19Einigungsvertrag,117,302
BVerfG_2007-02-28_S_1_BvL_0005_03_NA,KünstlicheBefruchtungVerheiratete,117,316
BVerfG_2007-03-06_S_2_BvR_0556_04_NA,Ballungsraumzulage,117,330
BVerfG_2007-03-08_S_2_BvM_0006_03_NA,SchuldenStaatsnotstandArt25GG,117,357
BVerfG_2007-03-12_S_2_BvE_0001_07_NA,TornadoeinsatzAfghanistan-EA,117,359
BVerfG_2007-03-20_S_2_BvL_0011_04_NA,DreijahresfristVersorgungsbezüge,117,372
BVerfG_2007-02-13_S_1_BvR_0910_05_NA,KappungsgrenzeRechtsanwaltsvergütung,118,1
BVerfG_2007-02-28_S_1_BvL_0009_04_NA,Betreuungsunterhalt,118,45
BVerfG_2007-03-13_S_1_BvF_0001_05_NA,Treibhausgas-Emissionsberechtigungen,118,79
BVerfG_2007-03-29_S_2_BvE_0002_07_NA,Afghanistan-Einsatz-ISAF-EA,118,111
BVerfG_2007-05-08_S_2_BvM_0001_03_NA,VölkerrechtlicheNotstandseinrede,118,124
BVerfG_2007-06-13_S_1_BvR_1550_03_NA,Kontostammdaten-Hauptsache,118,168
BVerfG_2007-06-14_S_2_BvR_1447_05_NA,RevisionGrenzenRechtsfolgenzumessung,118,212
BVerfG_2007-07-03_S_2_BvE_0002_07_NA,Afghanistan-Einsatz-ISAF-Hauptsache,118,244
BVerfG_2007-07-04_S_2_BvE_0001_06_NA,VerfassungsrechtlicherStatusBundestagsabgeordnete,118,277
BVerfG_2007-06-13_S_1_BvR_1783_05_NA,RomanEsra,119,1
BVerfG_2007-07-03_S_1_BvR_2186_06_NA,Hufversorgung,119,59
BVerfG_2007-07-09_S_2_BvF_0001_04_NA,Haushaltsgesetz2004,119,96
BVerfG_2007-09-11_S_1_BvR_2270_05_NA,Rundfunk-12-Rundfunkgebühren-2,119,181
BVerfG_2007-09-19_S_2_BvF_0003_02_NA,ObligatorischeTeilzeitbeschäftigungBeamtenrecht,119,247
BVerfG_2007-10-23_S_1_BvR_0782_07_NA,AnhörungsrügeNachBefangenheitsantrag,119,292
BVerfG_2007-11-27_S_2_BvK_0001_03_NA,AbgeordnetenentschädigungSchleswig-Holstein,119,302
BVerfG_2007-12-19_S_1_BvR_0620_07_NA,Gerichtsfernsehen,119,309
BVerfG_2007-12-20_S_2_BvR_2433_04_NA,HartzIV-Arbeitsgemeinschaften,119,331
BVerfG_2008-01-15_S_2_BvF_0004_05_NA,ReichsvermögenGesetz-Rückfallvermögen,119,394
BVerfG_2008-01-15_S_1_BvL_0002_04_NA,Abfärberegelung,120,1
BVerfG_2008-01-15_S_2_BvL_0012_01_NA,Vermittlungsausschuss-Kompetenzgrenzen-1,120,56
BVerfG_2008-02-13_S_2_BvK_0001_07_NA,SperrklauselKommunalwahlen,120,82
BVerfG_2008-02-13_S_2_BvL_0001_06_NA,Vorsorgeaufwendungen-KrankenPflegeversicherung,120,125
BVerfG_2008-02-13_S_2_BvR_1220_04_NA,Vorsorgeaufwendungen-Einkommensteuer,120,169
BVerfG_2008-02-26_S_1_BvR_1602_07_NA,CarolineVonMonaco-3,120,180
BVerfG_2008-02-26_S_2_BvR_0392_07_NA,Geschwisterinzest,120,224
BVerfG_2008-02-27_S_1_BvR_0370_07_NA,Online-Durchsuchungen,120,274
BVerfG_2008-03-10_S_1_BvR_2388_03_NA,DatensammlungSteuerlicheAuslandbeziehungen,120,351
BVerfG_2008-03-11_S_1_BvR_2074_05_NA,AutomatisierteKennzeichenerfassung,120,378
BVerfG_2008-03-11_S_1_BvR_0256_08_NA,Vorratsdatenspeicherung-EA,121,1
BVerfG_2008-03-12_S_2_BvF_0004_03_NA,Rundfunk-13-ParteibeteiligungRundfunkunternehmen,121,30
BVerfG_2008-04-01_S_1_BvR_1620_04_NA,ElterlicheUmgangspflicht,121,69
BVerfG_2008-04-17_S_2_BvL_0004_05_NA,WählervereinigungenSteuerbefreiungZuwendungen,121,108
BVerfG_2008-05-07_S_2_BvE_0001_03_NA,LuftraumüberwachungTürkei,121,135
BVerfG_2008-05-27_S_1_BvL_0010_05_NA,Transsexuelle-5,121,175
BVerfG_2008-05-28_S_2_BvL_0011_07_NA,LeitendeFunktionenBeamteAufZeit,121,205
BVerfG_2008-06-18_S_2_BvL_0006_07_NA,Versorgungsabschlag,121,241
BVerfG_2008-07-03_S_2_BvC_0001_07_NA,NegativesStimmgewicht,121,266
BVerfG_2008-07-30_S_1_BvR_3262_07_NA,RauchverbotGaststätten,121,317
BVerfG_2008-10-14_S_1_BvF_0004_05_NA,Betriebsprämiendurchführungsgesetz,122,1
BVerfG_2008-10-14_S_1_BvR_2310_06_NA,BeratungshilfefähigkeitSteuerrecht,122,39
BVerfG_2008-10-15_S_2_BvR_0236_08_NA,TKÜ-Neuregelung-EA,122,63
BVerfG_2008-10-28_S_1_BvR_0462_06_NA,WissenschaftsfreiheitTheologie,122,89
BVerfG_2008-10-28_S_1_BvR_0256_08_NA,Vorratsdatenspeicherung-EA,122,120
BVerfG_2008-11-11_S_1_BvL_0003_05_NA,AbschlagsfreieRente63,122,151
BVerfG_2008-11-25_S_1_BvR_0848_07_NA,Gegenanwalt,122,190
BVerfG_2008-12-09_S_2_BvL_0001_07_NA,Pendlerpauschale,122,210
BVerfG_2009-01-15_S_2_BvR_2044_07_NA,Rügeverkümmerung,122,248
BVerfG_2009-01-15_S_2_BvC_0004_04_NA,Bundestagsauflösung-Wahlprüfungsbeschwerde,122,304
BVerfG_2009-02-03_S_2_BvL_0054_06_NA,SonderabgabeAbsatzfonds,122,316
BVerfG_2009-02-17_S_1_BvR_2492_08_NA,BayerischesVersammlungsgesetz-EA,122,342
BVerfG_2009-02-18_S_1_BvR_3076_08_a,EEG-2009-EA,122,374
BVerfG_2009-02-04_S_1_BvL_0008_05_NA,HamburgerSpielgerätesteuergesetz,123,1
BVerfG_2009-03-03_S_2_BvC_0003_07_NA,Wahlcomputer,123,39
BVerfG_2009-04-22_S_1_BvR_0256_08_NA,Vorratsdatenspeicherung-EA,123,89
BVerfG_2009-05-05_S_1_BvR_1155_03_NA,Mehrfachnamen,123,90
BVerfG_2009-05-12_S_2_BvL_0001_00_NA,NichtanerkennungJubiläumsrückstellungen,123,111
BVerfG_2009-05-12_S_2_BvR_0743_01_NA,SonderabgabeHolzabsatzförderung,123,132
BVerfG_2009-05-12_S_2_BvR_0890_06_NA,StaatlicheFinanzierungReligionsgesellschaften,123,148
BVerfG_2009-06-10_S_1_BvR_0706_08_NA,Gesundheitsreform2007,123,186
BVerfG_2009-06-30_S_2_BvE_0002_08_NA,Lissabon,123,267
BVerfG_2009-04-21_S_2_BvC_0002_06_NA,Nachwahl,124,1
BVerfG_2009-06-10_S_1_BvR_0825_08_NA,KontrahierungszwangKleineVersicherungsvereine,124,25
BVerfG_2009-06-16_S_2_BvR_0902_06_NA,Beschlagnahme-E-Mails,124,43
BVerfG_2009-06-17_S_2_BvE_0003_07_NA,BND-Untersuchungsausschuss,124,78
BVerfG_2009-07-01_S_2_BvE_0005_06_NA,ÜberwachungBundestagsabgeordnete,124,161
BVerfG_2009-07-07_S_1_BvR_1164_07_NA,Lebenspartnerschaft-BetrieblicheHinterbliebenenversorgung,124,199
BVerfG_2009-09-16_S_2_BvR_0852_07_NA,FinanzierungsumlageBaFin,124,235
BVerfG_2009-09-22_S_2_BvL_0003_02_NA,BesteuerungErtragsanteilLeibrente,124,251
BVerfG_2009-10-13_S_2_BvE_0004_08_NA,WehrverfassungsrechtlicherParlamentsvorbehalt,124,267
BVerfG_2009-10-13_S_2_BvL_0003_05_NA,AnrechnungKindergeldKindesunterhalt,124,282
BVerfG_2009-11-04_S_1_BvR_2150_08_NA,Wunsiedel-RudolfHessGedenkfeier,124,300
BVerfG_2009-11-24_S_2_BvR_1387_04_NA,EAEG-Beiträge,124,348
BVerfG_2009-11-17_S_1_BvR_2192_05_NA,ÜbergangHalbeinkünfteverfahrenKörperschaftssteuer,125,1
BVerfG_2009-12-01_S_1_BvR_2857_07_NA,BerlinerLadenöffnungsgesetz,125,39
BVerfG_2009-12-08_S_2_BvR_0758_07_NA,Vermittlungsausschuss-Personenbeförderungsgesetz,125,104
BVerfG_2010-01-27_S_2_BvR_2185_04_NA,GewerbesteuerlicherMindesthebesatz-Hauptsache,125,141
BVerfG_2010-02-09_S_1_BvL_0001_09_NA,HartzIV-MenschenwürdigesExistenzminimum,125,175
BVerfG_2010-03-02_S_1_BvR_0256_08_NA,Vorratsdatenspeicherung-Hauptsache,125,260
BVerfG_2010-05-07_S_2_BvR_0987_10_NA,Griechenlandhilfe-EA,125,385
BVerfG_2010-04-13_S_1_BvR_0216_07_NA,Fachhochschullehrer,126,1
BVerfG_2010-04-14_S_1_BvL_0008_08_NA,PrivatisierungKlinikenHamburg,126,29
BVerfG_2010-05-04_S_2_BvE_0005_07_NA,G8-GipfelHeiligendamm,126,55
BVerfG_2010-05-04_S_2_BvL_0008_07_NA,ZuverlässigkeitLuftfahrzeuge,126,77
BVerfG_2010-06-08_S_1_BvR_2011_07_NA,RettungsdienstSachsen,126,112
BVerfG_2010-06-09_S_2_BvR_1099_10_NA,ESM-Gesetz-EA,126,158
BVerfG_2010-06-23_S_2_BvR_2559_08_NA,PräzisierungsgebotUntreuetatbestand,126,170
BVerfG_2010-07-06_S_1_BvL_0009_06_NA,ÜberführungAnsprücheVersorgungssystemeDDR,126,233
BVerfG_2010-07-06_S_2_BvL_0013_09_NA,HäuslichesArbeitszimmer,126,268
BVerfG_2010-07-06_S_2_BvR_2661_06_NA,Honeywell-Ultra-Vires-Kontrolle,126,286
BVerfG_2010-07-21_S_1_BvL_0008_07_NA,AusschlussNichtAuffindbareMiterben,126,331
BVerfG_2010-07-21_S_1_BvR_2530_05_NA,Fremdrentengesetz,126,369
BVerfG_2010-07-21_S_1_BvR_0611_07_NA,Lebenspartnerschaft-ErbschaftSchenkung-Steuer,126,400
BVerfG_2010-07-07_S_2_BvL_0014_02_NA,Spekulationsfrist,127,1
BVerfG_2010-07-07_S_2_BvL_0001_03_NA,EntgangeneEinnahmen,127,31
BVerfG_2010-07-07_S_2_BvR_0748_05_NA,Beteiligungsquote,127,61
BVerfG_2010-07-20_S_1_BvR_0748_06_NA,HamburgischesHochschulgesetz,127,87
BVerfG_2010-07-21_S_1_BvR_0420_09_NA,ElternrechtVaterUnverheiratet,127,132
BVerfG_2010-09-07_S_2_BvF_0001_09_NA,Zukunftsinvestitionsgesetz,127,165
BVerfG_2010-10-12_S_1_BvL_0012_07_NA,PauschalierungBetriebsausgabenabzugsverbots,127,224
BVerfG_2010-10-12_S_1_BvL_0014_09_NA,FamiliäresHaftungsprivilegTrennungskinder,127,263
BVerfG_2010-10-12_S_2_BvF_0001_07_NA,Legehennenhaltung,127,293
BVerfG_2010-10-12_S_2_BvL_0059_06_NA,Mindestbesteuerung,127,335
BVerfG_2010-11-24_S_1_BvF_0002_05_NA,Gentechnikgesetz,128,1
BVerfG_2010-12-07_S_1_BvR_2628_07_NA,AbschaffungArbeitslosenhilfe,128,90
BVerfG_2011-01-11_S_1_BvR_3295_07_NA,Transsexuelle-6,128,109
BVerfG_2011-01-11_S_1_BvR_3588_08_NA,KürzungRenteErwerbsminderung-U-60,128,138
BVerfG_2011-01-25_S_1_BvR_1741_09_NA,ArbeitnehmerrechteArbeitgeberwechselPrivatisierung,128,157
BVerfG_2011-01-25_S_1_BvR_0918_10_NA,Dreiteilungsmethode,128,193
BVerfG_2011-01-25_S_2_BvR_2015_09_NA,AbschiebungGriechenland,128,224
BVerfG_2011-02-22_S_1_BvR_0699_06_NA,Fraport,128,226
BVerfG_2011-02-24_S_2_BvE_0001_10_NA,WahlvorschlägeBundespräsidentenwahl,128,278
BVerfG_2011-03-23_S_2_BvR_0882_09_NA,AnforderungenZwangsbehandlungMassregelvollzug,128,282
BVerfG_2011-04-12_S_2_BvC_0012_10_NA,Wahlprüfungsbeschwerde-PARTEI,128,322
BVerfG_2011-05-03_S_2_BvF_0001_05_NA,Luftsicherheitsgesetz-AnrufungPlenum,128,325
BVerfG_2011-05-04_S_2_BvR_2365_09_NA,EGMR-Sicherungsverwahrung,128,326
BVerfG_2011-05-31_S_1_BvR_0857_07_NA,GesetzKonkretisierungVerweisUntergesetzlicheNormen,129,1
BVerfG_2011-06-08_S_2_BvR_2846_09_NA,NachträglicheSicherungsverwahrung-2,129,37
BVerfG_2011-06-21_S_1_BvR_2035_07_NA,Mediziner-BAföG,129,49
BVerfG_2011-07-19_S_1_BvR_1916_09_NA,Anwendungserweiterung,129,78
BVerfG_2011-08-19_S_2_BvG_0001_10_NA,LegislativstreitSchuldenbremse,129,108
BVerfG_2011-09-07_S_2_BvR_0987_10_NA,Griechenlandhilfe-Hauptsache,129,124
BVerfG_2011-10-04_S_1_BvL_0003_08_NA,RichtervorlageFehlendeKlärungUmsetzungsspielraum,129,186
BVerfG_2011-10-12_S_2_BvR_0236_08_NA,TKÜ-Neuregelung-Hauptsache,129,208
BVerfG_2011-10-12_S_2_BvR_0633_11_NA,ZwangsbehandlungMassregelvollzug-BaWü,129,269
BVerfG_2011-10-27_S_2_BvE_0008_11_NA,Neuner-Gremium-EA,129,284
BVerfG_2011-11-09_S_2_BvC_0004_10_NA,Europawahl-Fünf-Prozent-Sperrklausel,129,300
BVerfG_2011-11-22_S_2_BvE_0003_08_NA,ZustimmungBT-Veräusserung-Gegenstände-DB-AG,129,356
BVerfG_2011-12-07_S_2_BvR_2500_09_NA,VerwertungsverbotWohnraumüberwachung,130,1
BVerfG_2012-01-17_S_2_BvL_0004_09_NA,BeamtenrechtlicherStatusBundespostBeamte,130,52
BVerfG_2012-01-18_S_2_BvR_0133_10_NA,VitosHaina,130,76
BVerfG_2012-01-24_S_1_BvL_0021_11_NA,HamburgischesPassivraucherschutzgesetz,130,131
BVerfG_2012-01-24_S_1_BvR_1299_05_NA,ZuordnungDynamischeIP-Adressen,130,151
BVerfG_2012-01-31_S_2_BvC_0003_11_NA,MinderjährigenanteileWahlkreise,130,212
BVerfG_2012-02-07_S_1_BvL_0014_07_NA,BayerischesLandeserziehungsgeldgesetz,130,240
BVerfG_2012-02-14_S_2_BvL_0004_10_NA,W-Besoldung,130,263
BVerfG_2012-02-28_S_2_BvE_0008_11_NA,Neuner-Gremium-Hauptsache,130,318
BVerfG_2012-03-14_S_2_BvQ_0016_12_NA,BundesversammlungAuszählungWahlbeobachter-EA,130,367
BVerfG_2012-03-27_S_2_BvR_2258_09_NA,AnrechnungMassregelSicherungBesserungFreiheitsstrafe,130,372
BVerfG_2012-05-02_S_1_BvL_0020_09_NA,Richtervorlage-Darlegungspflicht,131,1
BVerfG_2012-05-02_S_2_BvL_0005_10_NA,VertrauensschutzNichtGefestigteRechtsprechung,131,20
BVerfG_2012-05-04_S_1_BvR_0367_12_NA,Preisansagepflicht-CallByCall-EA,131,47
BVerfG_2012-05-08_S_1_BvR_1065_03_NA,Satzung-Versorgungsanstalt-BundLänder,131,66
BVerfG_2012-06-04_S_2_BvL_0009_08_NA,AusgleichDienstbeschädigungen-Ost,131,88
BVerfG_2012-06-19_S_1_BvR_3017_09_NA,WeisungsrechtNotare,131,130
BVerfG_2012-06-19_S_2_BvE_0004_11_NA,EU-Angelegenheiten-Unterrichtungspflicht,131,152
BVerfG_2012-06-19_S_2_BvC_0002_10_NA,Bundesverfassungsrichterwahl-1,131,230
BVerfG_2012-06-19_S_2_BvR_1397_09_NA,Lebenspartnerschaft-FamilienzuschlagBundesbeamte,131,239
BVerfG_2012-06-20_S_2_BvR_1048_11_NA,VorbehalteneSicherungsverwahrung,131,268
BVerfG_2012-07-25_S_2_BvF_0003_11_NA,NegativesStimmgewicht-2,131,316
BVerfG_2012-07-03_P_2_PBvU_0001_11_NA,Luftsicherheitsgesetz-2,132,1
BVerfG_2012-07-04_S_2_BvC_0001_11_NA,WahlberechtigungAuslandsdeutsche,132,39
BVerfG_2012-07-10_S_1_BvL_0002_10_NA,Ausländer-ErziehungsElterngeld,132,72
BVerfG_2012-07-11_S_1_BvR_3142_07_NA,Gesamtanalogie-Delisting,132,99
BVerfG_2012-07-18_S_1_BvL_0010_10_NA,Asylbewerberleistungsgesetz,132,134
BVerfG_2012-07-18_S_1_BvL_0016_11_NA,Lebenspartnerschaft-Grunderwerbsteuer,132,179
BVerfG_2012-09-12_S_2_BvR_1390_12_NA,Euro-Rettung-EA,132,195
BVerfG_2012-09-12_S_2_BvR_1824_12_NA,BewältigungStaatsschuldenkrise-EA,132,287
BVerfG_2012-10-01_S_1_BvR_0918_10_NA,Dreiteilungsmethode-BeschwerdeKostenfestsetzung,132,294
BVerfG_2012-10-10_S_1_BvL_0006_07_NA,UnechteRückwirkung-Unternehmenssteuerrecht,132,302
BVerfG_2012-11-06_S_2_BvL_0051_06_NA,BerlinerHochschulgesetz-Rückmeldegebühr,132,334
BVerfG_2012-12-04_S_1_BvL_0004_12_NA,Bundeselterngeld-Elternzeitgesetz,132,360
BVerfG_2012-12-18_S_1_BvL_0008_11_NA,SelbsttitulierungsrechtOldenburg,132,372
BVerfG_2012-12-19_S_1_BvL_0018_11_NA,VerzinsungsregelungKartellbussen,133,1
BVerfG_2013-01-16_S_2_BvE_0003_12_NA,Öffentlichkeitsarbeit-FDP-Fraktion-BT-EA,133,34
BVerfG_2013-01-22_S_1_BvR_0367_12_NA,Preisansagepflicht-CallByCall-Auslagenerstattung,133,37
BVerfG_2013-02-06_S_2_BvR_2122_11_NA,PsychiatrischeUnterbringung-Sicherungsverwahrung,133,40
BVerfG_2013-02-19_S_1_BvL_0001_11_NA,Lebenspartnerschaft-Sukzessivadoption,133,59
BVerfG_2013-02-20_S_2_BvE_0011_12_NA,NPD-AntragFeststellungVerfassungsmässigkeit,133,100
BVerfG_2013-02-20_S_2_BvR_0228_12_NA,ZwangsbehandlungBetreuungMassregelvollzug,133,112
BVerfG_2013-03-05_S_1_BvR_2457_08_NA,FestsetzungsfristAbgabenVorteilsausgleich,133,143
BVerfG_2013-03-19_S_1_BvR_2635_12_NA,Missbrauchsgebühr,133,163
BVerfG_2013-03-19_S_2_BvR_2628_10_NA,Verständigungsgesetz,133,168
BVerfG_2013-03-20_S_2_BvF_0001_05_NA,Luftsicherheitsgesetz-3,133,241
BVerfG_2013-04-09_S_2_BvE_0010_12_NA,Organstreit-Passivlegitimation-Organteile,133,273
BVerfG_2013-04-24_S_1_BvR_1215_07_NA,Anti-Terror-Datei-1,133,277
BVerfG_2013-05-07_S_2_BvR_0909_06_NA,Lebenspartnerschaft-Ehegattensplitting,133,377
BVerfG_2013-05-08_S_1_BvL_0001_08_NA,StudiengebührenBremen-Landeskinder,134,1
BVerfG_2013-07-09_S_2_BvC_0007_10_NA,Europawahl-Begründungserfordernis-Briefwahl,134,25
BVerfG_2013-07-11_S_2_BvR_2302_11_NA,Therapieunterbringungsgesetz,134,33
BVerfG_2013-07-16_S_1_BvR_3057_11_NA,NotwendigkeitAnhörungsrügeSubsidiarität,134,106
BVerfG_2013-07-23_S_2_BvC_0002_13_NA,Nichtanerkennung-UnionDerMenschlichkeit,134,121
BVerfG_2013-07-23_S_2_BvC_0003_13_NA,Nichtanerkennung-DeutscheNationalVersammlung,134,124
BVerfG_2013-07-23_S_2_BvC_0004_13_NA,Nichtanerkennung-ParteiDerBedrängten,134,131
BVerfG_2013-07-23_S_2_BvQ_0030_13_NA,InnerparteilicheQuotenregelungen-EA,134,135
BVerfG_2013-09-17_S_2_BvE_0004_13_NA,BundespräsidentÄusserungen-Parteien-EA,134,138
BVerfG_2013-09-17_S_2_BvR_2436_10_NA,BeobachtungAbgeordnete,134,141
BVerfG_2013-10-23_S_1_BvR_1842_11_NA,Werkverwertungsverträge,134,204
BVerfG_2013-12-17_S_1_BvR_3139_08_NA,Garzweiler,134,242
BVerfG_2013-12-17_S_2_BvR_1390_12_NA,Euro-Rettung-Verfahrensabtrennung,134,357
BVerfG_2014-01-14_S_2_BvR_2728_13_NA,OMT-VorlageEuGH,134,366
BVerfG_2013-12-17_S_1_BvL_0005_08_NA,EchteRückwirkung-KAGG,135,1
BVerfG_2013-12-17_S_1_BvL_0006_10_NA,BehördlicheVaterschaftsanfechnung,135,48
BVerfG_2014-01-14_S_1_BvR_2998_11_NA,RechtsanwaltsPatentanwalts-GmbH,135,90
BVerfG_2014-01-15_S_1_BvR_1656_09_NA,DegressiveZweitwohnungsteuer,135,126
BVerfG_2014-01-28_S_2_BvR_1561_12_NA,FilmabgabeFilmfördergesetz,135,155
BVerfG_2014-01-28_S_2_BvB_0001_13_NA,NPD-Verbot-AbschlägeParteienfinanzierung-EA,135,234
BVerfG_2014-02-12_S_1_BvL_0011_10_NA,VergnügungssteuerBremenSaarland-Stückzahlmassstab,135,238
BVerfG_2014-02-26_S_1_BvR_0471_10_NA,Kopftuch-2-BefangenheitKirchhof,135,248
BVerfG_2014-02-26_S_2_BvE_0002_13_NA,Europawahl-Drei-Prozent-Sperrklausel,135,259
BVerfG_2014-03-12_S_2_BvE_0001_14_NA,Europawahl-TerminWahlvorschlägeZulassung,135,312
BVerfG_2014-03-18_S_2_BvR_1390_12_NA,ESM-Vertrag,135,317
BVerfG_2014-03-19_S_2_BvE_0007_12_NA,Organstreit-Aktivlegitimation-BayerischeAbgeordnete,136,1
BVerfG_2014-03-25_S_1_BvF_0001_11_NA,Rundfunk-14-ZDF-Staatsvertrag,136,9
BVerfG_2014-04-01_S_2_BvF_0001_12_NA,ZulassungFahrzeugeÜberlänge,136,69
BVerfG_2014-04-01_S_2_BvL_0002_09_NA,VerschärfteVerlustabzugsbeschränkung-Identität,136,127
BVerfG_2014-05-06_S_1_BvL_0009_12_NA,Versorgungsausgleichsgesetz,136,152
BVerfG_2014-05-06_S_2_BvE_0003_12_NA,NPD-ÖffentlichkeitsarbeitFDP,136,190
BVerfG_2014-05-06_S_2_BvR_1139_12_NA,Weinabgaben,136,194
BVerfG_2014-06-10_S_2_BvE_0002_09_NA,Bundesversammlung-RechtsstellungMitgliederAufgabe,136,277
BVerfG_2014-06-10_S_2_BvE_0004_13_NA,BundespräsidentÄusserungen-Parteien-Hauptsache,136,323
BVerfG_2014-06-24_S_1_BvR_3217_07_NA,NiedersächsischesHochschulgesetz,136,338
BVerfG_2014-06-24_S_1_BvR_2926_13_NA,GrosselternVormund,136,382
BVerfG_2014-06-25_S_1_BvR_0668_10_NA,WiederkehrendeStrassenausbaubeiträge,137,1
BVerfG_2014-07-15_S_2_BvE_0002_14_NA,BundesministerinÄusserungen-Parteien-EA,137,29
BVerfG_2014-07-23_S_1_BvL_0010_12_NA,HartzIV-ExistenzsichernderRegelbedarf,137,34
BVerfG_2014-09-16_S_2_BvE_0013_12_NA,Spanienhilfe-EFSF,137,103
BVerfG_2014-10-07_S_2_BvR_1641_11_NA,Art91eGG,137,108
BVerfG_2014-10-21_S_2_BvE_0005_11_NA,Kriegswaffenexport,137,185
BVerfG_2014-10-22_S_2_BvR_0661_12_NA,KatholischerChefarzt,137,273
